"State","Crime","Type of Crime","Year","Count"
"New Hampshire","Aggravated assault","Violent Crime","1974","434"
"New Hampshire","Aggravated assault","Violent Crime","1975","485"
"New Hampshire","Aggravated assault","Violent Crime","1976","398"
"New Hampshire","Aggravated assault","Violent Crime","1977","645"
"New Hampshire","Aggravated assault","Violent Crime","1978","712"
"New Hampshire","Aggravated assault","Violent Crime","1979","814"
"New Hampshire","Aggravated assault","Violent Crime","1980","1085"
"New Hampshire","Aggravated assault","Violent Crime","1981","859"
"New Hampshire","Aggravated assault","Violent Crime","1982","690"
"New Hampshire","Aggravated assault","Violent Crime","1983","763"
"New Hampshire","Aggravated assault","Violent Crime","1984","869"
"New Hampshire","Aggravated assault","Violent Crime","1985","927"
"New Hampshire","Aggravated assault","Violent Crime","1986","947"
"New Hampshire","Aggravated assault","Violent Crime","1987","988"
"New Hampshire","Aggravated assault","Violent Crime","1988","1090"
"New Hampshire","Aggravated assault","Violent Crime","1989","1238"
"New Hampshire","Aggravated assault","Violent Crime","1990","750"
"New Hampshire","Aggravated assault","Violent Crime","1991","583"
"New Hampshire","Aggravated assault","Violent Crime","1992","588"
"New Hampshire","Aggravated assault","Violent Crime","1993","721"
"New Hampshire","Aggravated assault","Violent Crime","1994","597"
"New Hampshire","Aggravated assault","Violent Crime","1995","646"
"New Hampshire","Aggravated assault","Violent Crime","1996","632"
"New Hampshire","Aggravated assault","Violent Crime","1997","643"
"New Hampshire","Aggravated assault","Violent Crime","1998","597"
"New Hampshire","Aggravated assault","Violent Crime","1999","539"
"New Hampshire","Aggravated assault","Violent Crime","2000","1170"
"New Hampshire","Aggravated assault","Violent Crime","2001","1224"
"New Hampshire","Aggravated assault","Violent Crime","2002","1185"
"New Hampshire","Aggravated assault","Violent Crime","2003","1002"
"New Hampshire","Aggravated assault","Violent Crime","2004","1219"
"New Hampshire","Aggravated assault","Violent Crime","2005","947"
"New Hampshire","Burglary","Property Crime","1960","1108"
"New Hampshire","Burglary","Property Crime","1961","1573"
"New Hampshire","Burglary","Property Crime","1962","1781"
"New Hampshire","Burglary","Property Crime","1963","1751"
"New Hampshire","Burglary","Property Crime","1964","1827"
"New Hampshire","Burglary","Property Crime","1965","2117"
"New Hampshire","Burglary","Property Crime","1966","2382"
"New Hampshire","Burglary","Property Crime","1967","2350"
"New Hampshire","Burglary","Property Crime","1968","2605"
"New Hampshire","Burglary","Property Crime","1969","3322"
"New Hampshire","Burglary","Property Crime","1970","4172"
"New Hampshire","Burglary","Property Crime","1971","5082"
"New Hampshire","Burglary","Property Crime","1972","4600"
"New Hampshire","Burglary","Property Crime","1973","5418"
"New Hampshire","Burglary","Property Crime","1974","6629"
"New Hampshire","Burglary","Property Crime","1975","6978"
"New Hampshire","Burglary","Property Crime","1976","7706"
"New Hampshire","Burglary","Property Crime","1977","8844"
"New Hampshire","Burglary","Property Crime","1978","10101"
"New Hampshire","Burglary","Property Crime","1979","10635"
"New Hampshire","Burglary","Property Crime","1980","12067"
"New Hampshire","Burglary","Property Crime","1981","11090"
"New Hampshire","Burglary","Property Crime","1982","8987"
"New Hampshire","Burglary","Property Crime","1983","7882"
"New Hampshire","Burglary","Property Crime","1984","7190"
"New Hampshire","Burglary","Property Crime","1985","7608"
"New Hampshire","Burglary","Property Crime","1986","7754"
"New Hampshire","Burglary","Property Crime","1987","7344"
"New Hampshire","Burglary","Property Crime","1988","7489"
"New Hampshire","Burglary","Property Crime","1989","8157"
"New Hampshire","Burglary","Property Crime","1990","8158"
"New Hampshire","Burglary","Property Crime","1991","8126"
"New Hampshire","Burglary","Property Crime","1992","6909"
"New Hampshire","Burglary","Property Crime","1993","5795"
"New Hampshire","Burglary","Property Crime","1994","5275"
"New Hampshire","Burglary","Property Crime","1995","4806"
"New Hampshire","Burglary","Property Crime","1996","5063"
"New Hampshire","Burglary","Property Crime","1997","4612"
"New Hampshire","Burglary","Property Crime","1998","3852"
"New Hampshire","Burglary","Property Crime","1999","3698"
"New Hampshire","Burglary","Property Crime","2000","4992"
"New Hampshire","Burglary","Property Crime","2001","4889"
"New Hampshire","Burglary","Property Crime","2002","4838"
"New Hampshire","Burglary","Property Crime","2003","4589"
"New Hampshire","Burglary","Property Crime","2004","4979"
"New Hampshire","Burglary","Property Crime","2005","4153"
"New Hampshire","Larceny-theft","Property Crime","1960","2646"
"New Hampshire","Larceny-theft","Property Crime","1961","2884"
"New Hampshire","Larceny-theft","Property Crime","1962","3821"
"New Hampshire","Larceny-theft","Property Crime","1963","3354"
"New Hampshire","Larceny-theft","Property Crime","1964","3797"
"New Hampshire","Larceny-theft","Property Crime","1965","4176"
"New Hampshire","Larceny-theft","Property Crime","1966","4411"
"New Hampshire","Larceny-theft","Property Crime","1967","4338"
"New Hampshire","Larceny-theft","Property Crime","1968","5235"
"New Hampshire","Larceny-theft","Property Crime","1969","6157"
"New Hampshire","Larceny-theft","Property Crime","1970","6850"
"New Hampshire","Larceny-theft","Property Crime","1971","8734"
"New Hampshire","Larceny-theft","Property Crime","1972","9299"
"New Hampshire","Larceny-theft","Property Crime","1973","10863"
"New Hampshire","Larceny-theft","Property Crime","1974","15942"
"New Hampshire","Larceny-theft","Property Crime","1975","17470"
"New Hampshire","Larceny-theft","Property Crime","1976","19196"
"New Hampshire","Larceny-theft","Property Crime","1977","19900"
"New Hampshire","Larceny-theft","Property Crime","1978","21630"
"New Hampshire","Larceny-theft","Property Crime","1979","25856"
"New Hampshire","Larceny-theft","Property Crime","1980","26443"
"New Hampshire","Larceny-theft","Property Crime","1981","25692"
"New Hampshire","Larceny-theft","Property Crime","1982","24115"
"New Hampshire","Larceny-theft","Property Crime","1983","21359"
"New Hampshire","Larceny-theft","Property Crime","1984","20314"
"New Hampshire","Larceny-theft","Property Crime","1985","21459"
"New Hampshire","Larceny-theft","Property Crime","1986","22675"
"New Hampshire","Larceny-theft","Property Crime","1987","24426"
"New Hampshire","Larceny-theft","Property Crime","1988","24964"
"New Hampshire","Larceny-theft","Property Crime","1989","27087"
"New Hampshire","Larceny-theft","Property Crime","1990","28111"
"New Hampshire","Larceny-theft","Property Crime","1991","26220"
"New Hampshire","Larceny-theft","Property Crime","1992","23754"
"New Hampshire","Larceny-theft","Property Crime","1993","23153"
"New Hampshire","Larceny-theft","Property Crime","1994","22260"
"New Hampshire","Larceny-theft","Property Crime","1995","22698"
"New Hampshire","Larceny-theft","Property Crime","1996","24611"
"New Hampshire","Larceny-theft","Property Crime","1997","23430"
"New Hampshire","Larceny-theft","Property Crime","1998","22079"
"New Hampshire","Larceny-theft","Property Crime","1999","21195"
"New Hampshire","Larceny-theft","Property Crime","2000","20761"
"New Hampshire","Larceny-theft","Property Crime","2001","20060"
"New Hampshire","Larceny-theft","Property Crime","2002","19468"
"New Hampshire","Larceny-theft","Property Crime","2003","19934"
"New Hampshire","Larceny-theft","Property Crime","2004","19723"
"New Hampshire","Larceny-theft","Property Crime","2005","18042"
"New Hampshire","Motor vehicle theft","Property Crime","1960","351"
"New Hampshire","Motor vehicle theft","Property Crime","1961","455"
"New Hampshire","Motor vehicle theft","Property Crime","1962","538"
"New Hampshire","Motor vehicle theft","Property Crime","1963","571"
"New Hampshire","Motor vehicle theft","Property Crime","1964","549"
"New Hampshire","Motor vehicle theft","Property Crime","1965","587"
"New Hampshire","Motor vehicle theft","Property Crime","1966","698"
"New Hampshire","Motor vehicle theft","Property Crime","1967","767"
"New Hampshire","Motor vehicle theft","Property Crime","1968","992"
"New Hampshire","Motor vehicle theft","Property Crime","1969","1027"
"New Hampshire","Motor vehicle theft","Property Crime","1970","1269"
"New Hampshire","Motor vehicle theft","Property Crime","1971","1402"
"New Hampshire","Motor vehicle theft","Property Crime","1972","962"
"New Hampshire","Motor vehicle theft","Property Crime","1973","1495"
"New Hampshire","Motor vehicle theft","Property Crime","1974","2093"
"New Hampshire","Motor vehicle theft","Property Crime","1975","2111"
"New Hampshire","Motor vehicle theft","Property Crime","1976","2074"
"New Hampshire","Motor vehicle theft","Property Crime","1977","2491"
"New Hampshire","Motor vehicle theft","Property Crime","1978","2662"
"New Hampshire","Motor vehicle theft","Property Crime","1979","2882"
"New Hampshire","Motor vehicle theft","Property Crime","1980","2848"
"New Hampshire","Motor vehicle theft","Property Crime","1981","2252"
"New Hampshire","Motor vehicle theft","Property Crime","1982","2127"
"New Hampshire","Motor vehicle theft","Property Crime","1983","1746"
"New Hampshire","Motor vehicle theft","Property Crime","1984","1843"
"New Hampshire","Motor vehicle theft","Property Crime","1985","1982"
"New Hampshire","Motor vehicle theft","Property Crime","1986","2338"
"New Hampshire","Motor vehicle theft","Property Crime","1987","2288"
"New Hampshire","Motor vehicle theft","Property Crime","1988","2498"
"New Hampshire","Motor vehicle theft","Property Crime","1989","2701"
"New Hampshire","Motor vehicle theft","Property Crime","1990","2707"
"New Hampshire","Motor vehicle theft","Property Crime","1991","2434"
"New Hampshire","Motor vehicle theft","Property Crime","1992","2165"
"New Hampshire","Motor vehicle theft","Property Crime","1993","2183"
"New Hampshire","Motor vehicle theft","Property Crime","1994","2302"
"New Hampshire","Motor vehicle theft","Property Crime","1995","1666"
"New Hampshire","Motor vehicle theft","Property Crime","1996","1762"
"New Hampshire","Motor vehicle theft","Property Crime","1997","1593"
"New Hampshire","Motor vehicle theft","Property Crime","1998","1474"
"New Hampshire","Motor vehicle theft","Property Crime","1999","1354"
"New Hampshire","Motor vehicle theft","Property Crime","2000","2148"
"New Hampshire","Motor vehicle theft","Property Crime","2001","2140"
"New Hampshire","Motor vehicle theft","Property Crime","2002","1944"
"New Hampshire","Motor vehicle theft","Property Crime","2003","1933"
"New Hampshire","Motor vehicle theft","Property Crime","2004","1956"
"New Hampshire","Motor vehicle theft","Property Crime","2005","1337"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1960","164"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1961","153"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1962","187"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1963","181"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1964","207"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1965","219"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1966","240"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1967","276"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1968","358"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1969","369"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1970","412"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1971","426"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1972","481"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1973","546"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1974","497"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1975","500"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1976","380"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1977","408"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1978","398"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1979","484"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1980","504"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1981","542"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1982","482"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1983","399"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1984","402"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1985","407"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1986","399"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1987","351"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1988","411"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1989","394"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1990","432"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1991","406"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1992","397"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1993","418"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1994","396"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1995","409"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1996","338"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1997","337"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1998","325"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","1999","287"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","2000","289"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","2001","336"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","2002","339"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","2003","406"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","2004","392"
"New Jersey","Murder and nonnegligent Manslaughter","Violent Crime","2005","417"
"New Jersey","Forcible rape","Violent Crime","1960","442"
"New Jersey","Forcible rape","Violent Crime","1961","458"
"New Jersey","Forcible rape","Violent Crime","1962","510"
"New Jersey","Forcible rape","Violent Crime","1963","561"
"New Jersey","Forcible rape","Violent Crime","1964","609"
"New Jersey","Forcible rape","Violent Crime","1965","605"
"New Jersey","Forcible rape","Violent Crime","1966","640"
"New Jersey","Forcible rape","Violent Crime","1967","677"
"New Jersey","Forcible rape","Violent Crime","1968","801"
"New Jersey","Forcible rape","Violent Crime","1969","914"
"New Jersey","Forcible rape","Violent Crime","1970","927"
"New Jersey","Forcible rape","Violent Crime","1971","1058"
